DateTime,Open,High,Low,Close,Volume
2003-05-09 12:00:00,1.60288,1.60736,1.60092,1.60228,12945016990
2003-05-09 16:00:00,1.60179,1.60504,1.60054,1.60377,75409986990
2003-05-09 20:00:00,1.60392,1.6049,1.60315,1.6037,5533540000
2003-05-11 20:00:00,1.60532,1.61006,1.60531,1.60832,6661600000
2003-05-12 00:00:00,1.60817,1.60872,1.60362,1.60811,9974290000
2003-05-12 04:00:00,1.60828,1.61059,1.60375,1.61054,10581470000
2003-05-12 08:00:00,1.6109,1.61429,1.60658,1.61305,14189920000
2003-05-12 12:00:00,1.61302,1.61369,1.60869,1.61043,13153600000
2003-05-12 16:00:00,1.61031,1.61216,1.60812,1.60939,75894850000
2003-05-12 20:00:00,1.6093,1.61122,1.60751,1.60949,12414366990
2003-05-13 00:00:00,1.60939,1.61007,1.60399,1.60537,9530350000
2003-05-13 04:00:00,1.60553,1.61148,1.60466,1.60626,10611800000
2003-05-13 08:00:00,1.60628,1.60981,1.60466,1.60675,13916270000
2003-05-13 12:00:00,1.60717,1.60947,1.60542,1.60765,12871766990
2003-05-13 16:00:00,1.60777,1.61098,1.60689,1.60845,76612386990
2003-05-13 20:00:00,1.60861,1.6104,1.60754,1.60903,12146946990
2003-05-14 00:00:00,1.60911,1.60995,1.60683,1.60868,10040420000
2003-05-14 04:00:00,1.6089,1.60942,1.60678,1.60725,11049800000
2003-05-14 08:00:00,1.60709,1.61482,1.60612,1.61332,13483040000
2003-05-14 12:00:00,1.61333,1.62087,1.61198,1.61971,12459500000
2003-05-14 16:00:00,1.62001,1.62007,1.61598,1.61721,75879300000
2003-05-14 20:00:00,1.61742,1.61839,1.61564,1.61594,12188936990
2003-05-15 00:00:00,1.61635,1.61781,1.6123,1.6139,9943996990
2003-05-15 04:00:00,1.61395,1.61573,1.61304,1.61556,10574420000
2003-05-15 08:00:00,1.61577,1.62033,1.61528,1.61926,14315470000
2003-05-15 12:00:00,1.6194,1.62424,1.61839,1.62346,12690716990
2003-05-15 16:00:00,1.62362,1.62734,1.62041,1.62092,75304794950
2003-05-15 20:00:00,1.62052,1.62235,1.61971,1.61979,12364936990
2003-05-16 00:00:00,1.61983,1.62239,1.61983,1.62075,10143696990
2003-05-16 04:00:00,1.62101,1.62205,1.61772,1.61941,10416300000
2003-05-16 08:00:00,1.6194,1.62181,1.6187,1.62103,14198920000
2003-05-16 12:00:00,1.62134,1.62908,1.62114,1.62444,12503700000
2003-05-16 16:00:00,1.62436,1.62613,1.62225,1.62382,74493400970
2003-05-16 20:00:00,1.62373,1.62457,1.62163,1.62247,5561500000
2003-05-18 20:00:00,1.62542,1.62911,1.62477,1.62545,6791250000
2003-05-19 00:00:00,1.62553,1.63153,1.62494,1.63087,9754356990
2003-05-19 04:00:00,1.63106,1.63189,1.62789,1.62994,10504140000
2003-05-19 08:00:00,1.63025,1.63703,1.63006,1.63496,13564550000
2003-05-19 12:00:00,1.63453,1.63768,1.63195,1.63625,12787700000
2003-05-19 16:00:00,1.63649,1.63709,1.63083,1.63187,76758016990
2003-05-19 20:00:00,1.63195,1.63394,1.63133,1.63299,12186800000
2003-05-20 00:00:00,1.63292,1.63361,1.63033,1.63232,9936070000
2003-05-20 04:00:00,1.63242,1.63462,1.63048,1.63089,10567200000
2003-05-20 08:00:00,1.63087,1.63403,1.63035,1.63198,14141743980
2003-05-20 12:00:00,1.63241,1.63612,1.63175,1.63484,12628320000
2003-05-20 16:00:00,1.63488,1.64303,1.63474,1.64057,75196156990
2003-05-20 20:00:00,1.64028,1.64222,1.63961,1.64209,12074900000
2003-05-21 00:00:00,1.64218,1.64274,1.63953,1.63991,9888150000
2003-05-21 04:00:00,1.63999,1.64276,1.63965,1.64125,10444000000
2003-05-21 08:00:00,1.64116,1.64402,1.63867,1.64339,13951200000
2003-05-21 12:00:00,1.64316,1.64641,1.6391,1.64354,13062520000
2003-05-21 16:00:00,1.64331,1.64433,1.6352,1.6356,75558950000
2003-05-21 20:00:00,1.63521,1.63831,1.63267,1.63436,12002250000
2003-05-22 00:00:00,1.63432,1.6361,1.63309,1.63362,9563950000
2003-05-22 04:00:00,1.63374,1.6353,1.63137,1.63311,10438800000
2003-05-22 08:00:00,1.63303,1.63639,1.6319,1.63301,13570590000
2003-05-22 12:00:00,1.63334,1.63817,1.63116,1.63218,13585350000
2003-05-22 16:00:00,1.63241,1.63906,1.63138,1.63602,74275750000
2003-05-22 20:00:00,1.636,1.63668,1.63308,1.63342,12519050000
2003-05-23 00:00:00,1.6333,1.63418,1.63134,1.63285,10000550000
2003-05-23 04:00:00,1.63283,1.6333,1.63073,1.63211,10396120000
2003-05-23 08:00:00,1.63206,1.64481,1.63206,1.63936,13905270000
2003-05-23 12:00:00,1.63918,1.64121,1.63544,1.63686,12912250000
2003-05-23 16:00:00,1.63723,1.63861,1.63444,1.63672,74842106990
2003-05-23 20:00:00,1.63697,1.63795,1.63541,1.63572,5714400000
2003-05-25 20:00:00,1.63191,1.6338,1.6319,1.63344,7038600000
2003-05-26 00:00:00,1.6336,1.63875,1.6336,1.63796,9685610000
2003-05-26 04:00:00,1.638,1.64098,1.63759,1.63873,10705770000
2003-05-26 08:00:00,1.63883,1.64118,1.63764,1.64012,13900750000
2003-05-26 12:00:00,1.63921,1.64139,1.6371,1.63815,12787766990
2003-05-26 16:00:00,1.63812,1.64011,1.6368,1.63768,74798430000
2003-05-26 20:00:00,1.63776,1.63966,1.63661,1.63966,12522970000
2003-05-27 00:00:00,1.63974,1.64191,1.63817,1.64147,9603250000
2003-05-27 04:00:00,1.64155,1.64169,1.63723,1.64016,10555693980
2003-05-27 08:00:00,1.64066,1.64432,1.63924,1.64366,13985700000
2003-05-27 12:00:00,1.64362,1.6465,1.6397,1.64081,12850796990
2003-05-27 16:00:00,1.64083,1.64163,1.63787,1.63941,76565486990
2003-05-27 20:00:00,1.63924,1.64026,1.63691,1.6382,12186000000
2003-05-28 00:00:00,1.6383,1.63988,1.63794,1.63918,9876700000
2003-05-28 04:00:00,1.63921,1.64344,1.63902,1.64184,10732320000
2003-05-28 08:00:00,1.64151,1.64229,1.63256,1.63354,13603766990
2003-05-28 12:00:00,1.63382,1.63657,1.63074,1.63313,12223846990
2003-05-28 16:00:00,1.63318,1.63749,1.63246,1.6364,74385790000
2003-05-28 20:00:00,1.63663,1.64016,1.63637,1.63775,12442820000
2003-05-29 00:00:00,1.63783,1.63837,1.63332,1.6354,9341620000
2003-05-29 04:00:00,1.6357,1.63858,1.63414,1.63524,10240296990
2003-05-29 08:00:00,1.63509,1.64276,1.63175,1.64148,14117650000
2003-05-29 12:00:00,1.64147,1.64943,1.63975,1.64869,13346390000
2003-05-29 16:00:00,1.64869,1.65447,1.64756,1.65147,75719823980
2003-05-29 20:00:00,1.65164,1.65455,1.65113,1.65327,12551966990
2003-05-30 00:00:00,1.65296,1.65331,1.65113,1.65173,10324500000
2003-05-30 04:00:00,1.65168,1.65385,1.65002,1.65312,10225420000
2003-05-30 08:00:00,1.65306,1.65374,1.64701,1.64724,13817370000
2003-05-30 12:00:00,1.64669,1.6481,1.636,1.63714,12756150000
2003-05-30 16:00:00,1.63764,1.64083,1.63688,1.63822,76814340970
2003-05-30 20:00:00,1.63755,1.63843,1.63477,1.63521,5466250000
2003-06-01 20:00:00,1.63,1.63273,1.62504,1.62594,7240650000
2003-06-02 00:00:00,1.62607,1.62963,1.62518,1.62727,9935500000
2003-06-02 04:00:00,1.62736,1.63249,1.62635,1.62927,10454770000
2003-06-02 08:00:00,1.62951,1.63136,1.62533,1.62991,13715366990
2003-06-02 12:00:00,1.62958,1.63437,1.62646,1.63273,12973220000
2003-06-02 16:00:00,1.63317,1.63938,1.63202,1.63761,66430390970
2003-06-02 20:00:00,1.63767,1.63837,1.63547,1.63556,13014700000
2003-06-03 00:00:00,1.63558,1.63753,1.63535,1.63643,9821220000
2003-06-03 04:00:00,1.63667,1.64005,1.636,1.63797,10810890000
2003-06-03 08:00:00,1.63812,1.64208,1.63424,1.63451,13967550000
2003-06-03 12:00:00,1.63425,1.6359,1.62858,1.62944,12165350000
2003-06-03 16:00:00,1.62916,1.62959,1.62294,1.62795,75305373980
2003-06-03 20:00:00,1.62772,1.629,1.62738,1.6283,12323900000
2003-06-04 00:00:00,1.62839,1.63121,1.6281,1.62975,10227670000
2003-06-04 04:00:00,1.62978,1.6307,1.62713,1.62975,10603600000
2003-06-04 08:00:00,1.6302,1.63391,1.62936,1.63242,14057066990
2003-06-04 12:00:00,1.63201,1.63408,1.62849,1.63178,13250050000
2003-06-04 16:00:00,1.63189,1.63416,1.63133,1.633,76117836990
2003-06-04 20:00:00,1.63281,1.63511,1.6289,1.63158,12532396990
2003-06-05 00:00:00,1.63167,1.632,1.62814,1.62948,9609000000
2003-06-05 04:00:00,1.62978,1.63351,1.62842,1.63325,10624820000
2003-06-05 08:00:00,1.63377,1.63928,1.63246,1.63813,14103000000
2003-06-05 12:00:00,1.63878,1.65944,1.63846,1.65438,12443350000
2003-06-05 16:00:00,1.65361,1.66183,1.65361,1.66016,75086813980
2003-06-05 20:00:00,1.65994,1.661,1.6577,1.66056,12205570000
2003-06-06 00:00:00,1.66063,1.66354,1.65756,1.6629,9967610000
2003-06-06 04:00:00,1.66303,1.66443,1.65891,1.66159,10846520000
2003-06-06 08:00:00,1.66181,1.67084,1.6603,1.66486,13842920000
2003-06-06 12:00:00,1.6647,1.66593,1.65418,1.66292,12751300000
2003-06-06 16:00:00,1.66285,1.66549,1.65977,1.66128,75314110000
2003-06-06 20:00:00,1.66117,1.66203,1.65969,1.66156,5733150000
2003-06-08 20:00:00,1.65956,1.66111,1.65698,1.65815,7070550000
2003-06-09 00:00:00,1.6588,1.66105,1.65603,1.661,9388796990
2003-06-09 04:00:00,1.66113,1.66509,1.65812,1.66409,10724600000
2003-06-09 08:00:00,1.66433,1.66528,1.6432,1.65091,13818500000
2003-06-09 12:00:00,1.65124,1.65618,1.64563,1.64819,13825346990
2003-06-09 16:00:00,1.64791,1.64791,1.64243,1.64497,75450496990
2003-06-09 20:00:00,1.6449,1.64599,1.64338,1.64466,12448496990
2003-06-10 00:00:00,1.64466,1.6475,1.64117,1.64719,10057600000
2003-06-10 04:00:00,1.64751,1.64935,1.6454,1.64808,10790900000
2003-06-10 08:00:00,1.64836,1.65415,1.64775,1.65084,14268666990
2003-06-10 12:00:00,1.65113,1.65736,1.64853,1.64899,12365250000
2003-06-10 16:00:00,1.64886,1.65283,1.64842,1.65123,75161716990
2003-06-10 20:00:00,1.6515,1.65249,1.65062,1.65117,12493220000
2003-06-11 00:00:00,1.65112,1.65389,1.64953,1.65022,9763640000
2003-06-11 04:00:00,1.65025,1.6576,1.64921,1.65698,11303100000
2003-06-11 08:00:00,1.6574,1.66463,1.65579,1.66348,14339720000
2003-06-11 12:00:00,1.66371,1.66958,1.66323,1.66745,12797840000
2003-06-11 16:00:00,1.66747,1.66977,1.66563,1.66731,74846860000
2003-06-11 20:00:00,1.66718,1.66771,1.66491,1.66655,12466016990
2003-06-12 00:00:00,1.66664,1.66957,1.66525,1.66701,9943000000
2003-06-12 04:00:00,1.66712,1.6739,1.66622,1.67301,10253050000
2003-06-12 08:00:00,1.67339,1.6787,1.67117,1.673,14160120000
2003-06-12 12:00:00,1.67309,1.67362,1.66639,1.66801,12770490000
2003-06-12 16:00:00,1.6685,1.66983,1.66671,1.66819,75090096990
2003-06-12 20:00:00,1.66828,1.66959,1.66682,1.66784,13149590000
2003-06-13 00:00:00,1.66817,1.67193,1.66702,1.67036,9551146990
2003-06-13 04:00:00,1.67063,1.67323,1.66848,1.66897,10737400000
2003-06-13 08:00:00,1.66901,1.67456,1.66814,1.66886,14171870000
2003-06-13 12:00:00,1.66821,1.66987,1.66308,1.66704,13091120000
2003-06-13 16:00:00,1.66705,1.672,1.66372,1.67139,75229830000
2003-06-13 20:00:00,1.6719,1.67264,1.67118,1.67211,5654300000
2003-06-15 20:00:00,1.67222,1.67436,1.67101,1.67398,6703150000
2003-06-16 00:00:00,1.67406,1.67586,1.67286,1.67354,10038490000
2003-06-16 04:00:00,1.674,1.67501,1.67066,1.67192,11613800000
2003-06-16 08:00:00,1.67214,1.68316,1.67165,1.68294,14494320000
2003-06-16 12:00:00,1.68326,1.68792,1.68027,1.68027,12871546990
2003-06-16 16:00:00,1.68066,1.68246,1.67766,1.67778,75515750000
2003-06-16 20:00:00,1.67777,1.67806,1.67528,1.67745,12329320000
2003-06-17 00:00:00,1.67761,1.68154,1.67714,1.68088,9761270000
2003-06-17 04:00:00,1.681,1.68579,1.68041,1.68444,11261320000
2003-06-17 08:00:00,1.68433,1.68469,1.68004,1.68033,13722220000
2003-06-17 12:00:00,1.68013,1.68989,1.6766,1.68799,13195646990
2003-06-17 16:00:00,1.68831,1.68852,1.68285,1.68419,75283840000
2003-06-17 20:00:00,1.6841,1.68538,1.682,1.68254,12077150000
2003-06-18 00:00:00,1.68253,1.68575,1.68168,1.68541,9546640000
2003-06-18 04:00:00,1.68551,1.68617,1.68227,1.68358,11012800000
2003-06-18 08:00:00,1.68336,1.68385,1.67491,1.67908,14021746990
2003-06-18 12:00:00,1.67874,1.68184,1.67632,1.67699,12428946990
2003-06-18 16:00:00,1.67677,1.68072,1.67635,1.67841,74959693980
2003-06-18 20:00:00,1.6787,1.68009,1.67756,1.67914,11805350000
2003-06-19 00:00:00,1.67905,1.68035,1.6723,1.67309,9754350000
2003-06-19 04:00:00,1.67313,1.67605,1.67155,1.6732,10988900000
2003-06-19 08:00:00,1.67309,1.67764,1.67151,1.67309,13818120000
2003-06-19 12:00:00,1.67274,1.6754,1.66849,1.67491,12109950000
2003-06-19 16:00:00,1.67541,1.67921,1.67256,1.67765,75200720970
2003-06-19 20:00:00,1.67771,1.67932,1.67665,1.6776,12421696990
2003-06-20 00:00:00,1.67743,1.68195,1.67693,1.68102,9979650000
2003-06-20 04:00:00,1.68107,1.68184,1.67694,1.67922,10272450000
2003-06-20 08:00:00,1.67931,1.67951,1.67301,1.67379,13682250000
2003-06-20 12:00:00,1.67367,1.67429,1.66581,1.66609,13217270000
2003-06-20 16:00:00,1.66598,1.66722,1.65808,1.65981,74457973980
2003-06-20 20:00:00,1.66025,1.66355,1.6595,1.66096,5923020000
2003-06-22 20:00:00,1.662,1.66219,1.6595,1.6604,6970350000
2003-06-23 00:00:00,1.6606,1.66318,1.65958,1.66256,9862140000
2003-06-23 04:00:00,1.66292,1.66622,1.66078,1.66152,10724670000
2003-06-23 08:00:00,1.662,1.66422,1.65535,1.65703,13774540000
2003-06-23 12:00:00,1.65717,1.66658,1.65606,1.66594,13409380970
2003-06-23 16:00:00,1.66625,1.6693,1.66528,1.66807,73639390000
2003-06-23 20:00:00,1.66809,1.66854,1.66535,1.66608,12416496990
2003-06-24 00:00:00,1.66609,1.6672,1.66483,1.66677,9191400000
2003-06-24 04:00:00,1.66727,1.66888,1.66557,1.66595,10540996990
2003-06-24 08:00:00,1.66582,1.67038,1.66497,1.66847,14276750000
2003-06-24 12:00:00,1.66795,1.66854,1.66197,1.66394,12892090000
2003-06-24 16:00:00,1.66374,1.66477,1.65871,1.66323,76636793980
2003-06-24 20:00:00,1.66312,1.6646,1.66096,1.66212,11916296990
2003-06-25 00:00:00,1.6624,1.66381,1.66049,1.66318,9758096990
2003-06-25 04:00:00,1.66328,1.66513,1.66249,1.66306,10830620000
2003-06-25 08:00:00,1.66283,1.67117,1.66094,1.67093,14230900000
2003-06-25 12:00:00,1.67074,1.67545,1.66865,1.67378,12908066990
2003-06-25 16:00:00,1.67398,1.67952,1.66937,1.67004,75360817960
2003-06-25 20:00:00,1.66999,1.67425,1.66909,1.67307,12783650000
2003-06-26 00:00:00,1.67321,1.6735,1.66892,1.67091,9857796990
2003-06-26 04:00:00,1.67105,1.67144,1.66601,1.66762,10486050000
2003-06-26 08:00:00,1.66718,1.66899,1.662,1.66557,14028670000
2003-06-26 12:00:00,1.66543,1.66645,1.65913,1.66283,12798750000
2003-06-26 16:00:00,1.66296,1.66516,1.66005,1.66155,74807476990
2003-06-26 20:00:00,1.66142,1.66204,1.65889,1.66065,13383463980
2003-06-27 00:00:00,1.66061,1.66217,1.65719,1.66089,9722600000
2003-06-27 04:00:00,1.66096,1.66298,1.65789,1.65885,10798133980
2003-06-27 08:00:00,1.65858,1.66136,1.65327,1.65459,13884586990
2003-06-27 12:00:00,1.65494,1.65624,1.64875,1.65025,13070470000
2003-06-27 16:00:00,1.64976,1.65031,1.64505,1.64639,75368086990
2003-06-27 20:00:00,1.64652,1.64899,1.64627,1.64838,5832070000
2003-06-29 20:00:00,1.64837,1.64951,1.64793,1.6491,7091500000
2003-06-30 00:00:00,1.64916,1.65411,1.64909,1.65336,10156270000
2003-06-30 04:00:00,1.65342,1.65358,1.65058,1.65164,10799770000
2003-06-30 08:00:00,1.65185,1.65374,1.64537,1.64986,14013610000
2003-06-30 12:00:00,1.64986,1.65305,1.64668,1.65,13448500000
2003-06-30 16:00:00,1.65007,1.65676,1.64964,1.65459,73983123980
2003-06-30 20:00:00,1.65456,1.65608,1.65311,1.65539,12585636990
2003-07-01 00:00:00,1.65524,1.65678,1.65276,1.65625,10050700000
2003-07-01 04:00:00,1.65631,1.6568,1.65434,1.65537,10409190000
2003-07-01 08:00:00,1.65482,1.66026,1.65144,1.65807,13734120000
2003-07-01 12:00:00,1.65798,1.66501,1.65565,1.66187,12674066990
2003-07-01 16:00:00,1.66194,1.66391,1.66068,1.6629,74217697960
2003-07-01 20:00:00,1.66251,1.66324,1.66084,1.66298,12117350000
2003-07-02 00:00:00,1.66346,1.66429,1.66136,1.6635,9469000000
2003-07-02 04:00:00,1.66353,1.6649,1.6612,1.66181,11073600000
2003-07-02 08:00:00,1.66144,1.6641,1.65997,1.66314,13983570000
2003-07-02 12:00:00,1.66339,1.66671,1.66097,1.66419,12912000000
2003-07-02 16:00:00,1.66411,1.66639,1.66092,1.66347,74723426990
2003-07-02 20:00:00,1.66368,1.66602,1.6628,1.66496,12419590000
2003-07-03 00:00:00,1.665,1.6657,1.6637,1.66392,10144100000
2003-07-03 04:00:00,1.66398,1.6652,1.66273,1.66454,10912450000
2003-07-03 08:00:00,1.66414,1.66443,1.66007,1.66229,13489320000
2003-07-03 12:00:00,1.66181,1.6739,1.66051,1.67145,12759743980
2003-07-03 16:00:00,1.67188,1.67394,1.66797,1.66867,74934033980
2003-07-03 20:00:00,1.6686,1.67026,1.66759,1.6694,12559350000
2003-07-04 00:00:00,1.66936,1.66942,1.66709,1.66751,9944720000
2003-07-04 04:00:00,1.66762,1.66941,1.66585,1.66823,10781100000
2003-07-04 08:00:00,1.66851,1.67161,1.6664,1.66849,14018150000
2003-07-04 12:00:00,1.6679,1.67041,1.66579,1.66747,12671520000
2003-07-04 16:00:00,1.66758,1.66905,1.66467,1.66633,74444231940
2003-07-04 20:00:00,1.6664,1.66675,1.66501,1.66585,5747050000
2003-07-06 20:00:00,1.66711,1.66746,1.66598,1.6665,6758950000
2003-07-07 00:00:00,1.66651,1.66733,1.66304,1.66536,9427020000
2003-07-07 04:00:00,1.66535,1.66615,1.66264,1.66382,10937750000
2003-07-07 08:00:00,1.66335,1.6647,1.65208,1.65271,13572240000
2003-07-07 12:00:00,1.65244,1.65357,1.64707,1.6498,13080070000
2003-07-07 16:00:00,1.64994,1.65115,1.64719,1.64923,75312206990
2003-07-07 20:00:00,1.6493,1.65119,1.64741,1.64894,11938566990
2003-07-08 00:00:00,1.64897,1.64993,1.64722,1.64886,9738850000
2003-07-08 04:00:00,1.64896,1.64956,1.64583,1.64699,10703000000
2003-07-08 08:00:00,1.64763,1.64864,1.63403,1.63587,13352650000
2003-07-08 12:00:00,1.63574,1.63997,1.63447,1.63537,12895450000
2003-07-08 16:00:00,1.63541,1.63625,1.63136,1.63343,74628406990
2003-07-08 20:00:00,1.63367,1.6364,1.63315,1.63475,12112810000
2003-07-09 00:00:00,1.63484,1.63628,1.63424,1.63609,10715890000
2003-07-09 04:00:00,1.6363,1.6363,1.63028,1.63221,10388420000
2003-07-09 08:00:00,1.63209,1.63427,1.62742,1.63337,13771950000
2003-07-09 12:00:00,1.63353,1.63479,1.62836,1.62855,13215300000
2003-07-09 16:00:00,1.62867,1.63456,1.62867,1.63411,76654506990
2003-07-09 20:00:00,1.63448,1.63874,1.63324,1.63549,12322486990
2003-07-10 00:00:00,1.63518,1.63577,1.63184,1.63363,9571200000
2003-07-10 04:00:00,1.63397,1.63507,1.63194,1.63256,9962400000
2003-07-10 08:00:00,1.6324,1.63644,1.63061,1.63618,14014166990
2003-07-10 12:00:00,1.63618,1.63677,1.62169,1.62794,12259700000
2003-07-10 16:00:00,1.62821,1.63645,1.62705,1.6349,76000030000
2003-07-10 20:00:00,1.6351,1.63578,1.63222,1.63408,12725646990
2003-07-11 00:00:00,1.63401,1.63803,1.63338,1.63462,9457370000
2003-07-11 04:00:00,1.63433,1.63637,1.63219,1.63305,10621220000
2003-07-11 08:00:00,1.63301,1.63597,1.63132,1.63554,14012096990
2003-07-11 12:00:00,1.63575,1.63771,1.62972,1.63129,13032220000
2003-07-11 16:00:00,1.63127,1.63386,1.62997,1.63042,74197370000
2003-07-11 20:00:00,1.63012,1.63091,1.62969,1.62989,5615950000
2003-07-13 20:00:00,1.63013,1.63074,1.6265,1.62691,6683850000
2003-07-14 00:00:00,1.62685,1.62873,1.6259,1.6276,9617850000
2003-07-14 04:00:00,1.62791,1.62896,1.62639,1.62694,10986446990
2003-07-14 08:00:00,1.62676,1.62709,1.62225,1.62482,13870750000
2003-07-14 12:00:00,1.62445,1.62871,1.62315,1.62493,12363750000
2003-07-14 16:00:00,1.62468,1.62597,1.61422,1.61552,76951280000
2003-07-14 20:00:00,1.61474,1.61508,1.60749,1.61009,12587420000
2003-07-15 00:00:00,1.61032,1.6129,1.60919,1.61023,9948120000
2003-07-15 04:00:00,1.61039,1.61357,1.60881,1.61137,10936400000
2003-07-15 08:00:00,1.61135,1.61315,1.60756,1.61077,13292470000
2003-07-15 12:00:00,1.61122,1.61159,1.60115,1.60238,12629366990
2003-07-15 16:00:00,1.60158,1.60327,1.58983,1.59119,74288153980
2003-07-15 20:00:00,1.59117,1.59326,1.59052,1.59261,12757670000
2003-07-16 00:00:00,1.59256,1.59319,1.58537,1.59034,9332270000
2003-07-16 04:00:00,1.59032,1.59271,1.58823,1.59108,10435140000
2003-07-16 08:00:00,1.59076,1.59302,1.58648,1.59128,14015450000
2003-07-16 12:00:00,1.59106,1.59497,1.58527,1.59462,12630100000
2003-07-16 16:00:00,1.59502,1.59625,1.58938,1.5946,75690430000
2003-07-16 20:00:00,1.59469,1.59821,1.59402,1.59793,12594420000
2003-07-17 00:00:00,1.59788,1.5989,1.59572,1.59776,9785990970
2003-07-17 04:00:00,1.59796,1.59907,1.59584,1.59659,10837950000
2003-07-17 08:00:00,1.59626,1.59698,1.59262,1.59521,14193716990
2003-07-17 12:00:00,1.59538,1.5967,1.5844,1.59,13193090000
2003-07-17 16:00:00,1.59014,1.59453,1.58855,1.59396,75041080970
2003-07-17 20:00:00,1.5941,1.59703,1.59374,1.59589,12026966990
2003-07-18 00:00:00,1.59562,1.59796,1.59432,1.59532,9905920000
2003-07-18 04:00:00,1.59522,1.59554,1.59307,1.59445,10693700000
2003-07-18 08:00:00,1.59462,1.59768,1.59178,1.59248,14460620000
2003-07-18 12:00:00,1.59208,1.59411,1.58237,1.58331,12116900000
2003-07-18 16:00:00,1.5833,1.59041,1.58268,1.58928,75436873980
2003-07-18 20:00:00,1.58926,1.58971,1.58853,1.58915,5733700000
2003-07-20 20:00:00,1.58953,1.58953,1.57728,1.57817,7122500000
2003-07-21 00:00:00,1.57832,1.58202,1.57715,1.58148,10107343980
2003-07-21 04:00:00,1.58154,1.58665,1.58049,1.58617,10802800000
2003-07-21 08:00:00,1.58632,1.59023,1.58429,1.59023,13831400000
2003-07-21 12:00:00,1.59042,1.5972,1.58853,1.59639,13115370000
2003-07-21 16:00:00,1.59654,1.60223,1.59584,1.60034,75967836990
2003-07-21 20:00:00,1.60015,1.60071,1.59644,1.59779,12660720000
2003-07-22 00:00:00,1.59763,1.59845,1.59454,1.59756,9474000000
2003-07-22 04:00:00,1.59742,1.59912,1.5953,1.59828,10882070000
2003-07-22 08:00:00,1.59869,1.6048,1.59857,1.60229,13768820000
2003-07-22 12:00:00,1.60206,1.60339,1.59908,1.59987,10358620000
2003-07-22 16:00:00,1.59985,1.60096,1.59632,1.59719,74445663980
2003-07-22 20:00:00,1.59775,1.59827,1.5957,1.59603,12069836990
2003-07-23 00:00:00,1.59587,1.59675,1.59241,1.59562,9756370000
2003-07-23 04:00:00,1.59571,1.59906,1.59532,1.59906,10529350000
2003-07-23 08:00:00,1.59901,1.60399,1.59761,1.60281,13930700000
2003-07-23 12:00:00,1.60311,1.60761,1.60177,1.60649,12299350000
2003-07-23 16:00:00,1.60681,1.6098,1.60627,1.60761,75046873980
2003-07-23 20:00:00,1.60726,1.60871,1.60614,1.6078,11699940000
2003-07-24 00:00:00,1.60783,1.60838,1.60612,1.60708,9288046990
2003-07-24 04:00:00,1.60716,1.61195,1.60683,1.6115,11124000000
2003-07-24 08:00:00,1.61141,1.61534,1.60798,1.61388,14025170000
2003-07-24 12:00:00,1.61395,1.61426,1.60571,1.61282,12760200000
2003-07-24 16:00:00,1.61279,1.61443,1.60894,1.61406,74311536990
2003-07-24 20:00:00,1.61419,1.61692,1.61281,1.61303,12382896990
2003-07-25 00:00:00,1.61302,1.61464,1.61207,1.6134,9920700000
2003-07-25 04:00:00,1.61331,1.61629,1.61262,1.61619,10386150000
